,Sample1 PageRank on short path,Sample1 BetweennessCentrality on short path,Sample1 TotalDegree on short path,Sample1 InDegree on short path,Sample1 OutDegree on short path,Sample2 PageRank on short path,Sample2 BetweennessCentrality on short path,Sample2 TotalDegree on short path,Sample2 InDegree on short path,Sample2 OutDegree on short path,Sample3 PageRank on short path,Sample3 BetweennessCentrality on short path,Sample3 TotalDegree on short path,Sample3 InDegree on short path,Sample3 OutDegree on short path,Sample4 PageRank on short path,Sample4 BetweennessCentrality on short path,Sample4 TotalDegree on short path,Sample4 InDegree on short path,Sample4 OutDegree on short path,Sample5 PageRank on short path,Sample5 BetweennessCentrality on short path,Sample5 TotalDegree on short path,Sample5 InDegree on short path,Sample5 OutDegree on short path,Mean PageRank on short path,Mean BetweennessCentrality on short path,Mean TotalDegree on short path,Mean InDegree on short path,Mean OutDegree on short path
0,6.647070280971393,6.647070280971393,6.647070280971393,6.647070280971393,6.647070280971393,6.142253675454434,6.142253675454434,6.142253675454434,6.142253675454434,6.142253675454434,6.485139368804591,6.485139368804591,6.485139368804591,6.485139368804591,6.485139368804591,6.559278148651433,6.559278148651433,6.559278148651433,6.559278148651433,6.559278148651433,6.457437880471589,6.457437880471589,6.457437880471589,6.457437880471589,6.457437880471589,6.458235870870688,6.458235870870688,6.458235870870688,6.458235870870688,6.458235870870688
1,6.723636051371105,6.723636051371105,6.723636051371105,6.723636051371105,6.723636051371105,6.244404855157992,6.2624083636573955,6.244404855157992,6.244404855157992,6.244404855157992,6.566084212181714,6.577252209862469,6.566084212181714,6.566084212181714,6.577252209862469,6.698809990032805,6.698809990032805,6.698809990032805,6.698809990032805,6.698809990032805,6.594929146692282,6.594929146692282,6.594929146692282,6.594929146692282,6.594929146692282,6.56557285108718,6.571407152323211,6.56557285108718,6.56557285108718,6.56780645062333
2,6.782466241592549,6.773751461289957,6.782466241592549,6.782466241592549,6.76394465505106,6.377847763380608,6.377847763380608,6.377847763380608,6.377847763380608,6.377847763380608,6.663870871397314,6.663870871397314,6.663870871397314,6.663870871397314,6.663870871397314,6.746696619211962,6.746696619211962,6.746696619211962,6.746696619211962,6.742048622796171,6.649807890981044,6.649807890981044,6.6368932417791004,6.6368932417791004,6.634667914072467,6.644137877312696,6.642394921252178,6.641554947472306,6.641554947472306,6.636475965339524
3,6.834989071780497,6.834989071780497,6.834989071780497,6.834989071780497,6.809924856490891,6.459403983206203,6.459403983206203,6.459403983206203,6.439142667398001,6.459403983206203,6.685986660824616,6.721167353705063,6.711368932620254,6.711368932620254,6.711368932620254,6.776426842526294,6.791873667744758,6.791873667744758,6.776426842526294,6.791873667744758,6.694254825269852,6.691768600133102,6.67848909203137,6.694254825269852,6.658532876802064,6.6902122767214935,6.699840535313925,6.695224949476616,6.691236467918981,6.686220863372834
4,6.862422230421108,6.873234849744946,6.873234849744946,6.862422230421108,6.824080456141784,6.519091114646888,6.519091114646888,6.519091114646888,6.519091114646888,6.534605846361678,6.734828839898788,6.766392433709008,6.7639485202609615,6.760650995117896,6.7639485202609615,6.802243110432686,6.818452566013334,6.8225085988008445,6.8225085988008445,6.810795789801836,6.723257385797868,6.731452428204714,6.738590270721957,6.73887619832662,6.7033422451277955,6.728368536239468,6.741724678463778,6.743474670835118,6.7407098274626716,6.727354571538811
5,6.9021923500896225,6.9021923500896225,6.9021923500896225,6.872141615542303,6.888402182056333,6.599970662566182,6.599970662566182,6.599970662566182,6.599970662566182,6.599970662566182,6.788126954596626,6.8133647633576295,6.8150301717002995,6.8150301717002995,6.8150301717002995,6.850104429967806,6.850104429967806,6.852674142409477,6.852674142409477,6.841836079802845,6.765363624123852,6.780046240419704,6.784889082409719,6.784889082409719,6.727573307790647,6.7811516042688185,6.789135689280189,6.790951281835059,6.784941134925596,6.774562480783262
6,6.9255020764158886,6.917063863289144,6.912576329014593,6.912576329014593,6.905159813007994,6.643379262484042,6.643379262484042,6.643379262484042,6.643379262484042,6.631488778895886,6.851420985717313,6.869020030446887,6.857985345666679,6.840043557515093,6.8345423978296,6.871203633365148,6.868924055458139,6.881468161756436,6.872944251559326,6.853812228117794,6.807714138132125,6.827535823929368,6.827535823929368,6.827535823929368,6.7746867173333225,6.819844019222904,6.825184607121516,6.824588984570224,6.819295844900483,6.79993798703692
7,6.934620061940052,6.932049214837124,6.936174367725704,6.936174367725704,6.926920231388248,6.660750714020326,6.676260267405181,6.663253469147922,6.667251900880724,6.657037934602403,6.895266026111963,6.919371711728536,6.919371711728536,6.8837518717212065,6.894957374506208,6.887554581875587,6.900582857736484,6.90243573971974,6.90243573971974,6.869393503280636,6.85687710722384,6.85687710722384,6.85687710722384,6.85687710722384,6.84153344681569,6.8470136982343535,6.857028231786233,6.855622479109148,6.849298197454243,6.837968498118637
8,6.950318406973398,6.9527658164541135,6.956630845211303,6.9521836224592155,6.941595589914261,6.681128512935438,6.698668220207363,6.696632681366076,6.687402334060325,6.679778117542766,6.917487672892529,6.95284282415233,6.946543821229638,6.946543821229638,6.9390115773628605,6.919403755544505,6.9169576938664035,6.918033282979839,6.919269475196352,6.898600063059516,6.879180084499424,6.884931824260142,6.884837310276008,6.872679859700543,6.8837758751559495,6.869503686569058,6.881233275788071,6.880535588212572,6.875615822529215,6.868552244607071
9,6.965472517787893,6.976904702038285,6.974415064398851,6.973149681948417,6.955821121363383,6.705344523115518,6.731091810656796,6.729059246527983,6.719427736608902,6.708535650494218,6.940169133555365,6.979235607172888,6.975055815780248,6.975055815780248,6.956472714976679,6.938951949694423,6.938951949694423,6.935171896957954,6.941824939306535,6.930225383356729,6.895204520484249,6.913641294986593,6.913641294986593,6.901041819824792,6.915724323031953,6.88902852892749,6.907965072909796,6.905468663730325,6.90209999869378,6.893355838644593
10,6.983741266849976,6.98800074466146,6.992389941496624,6.98702067119691,6.973489885379748,6.724378755720164,6.750496301837898,6.754905411752359,6.738410388852006,6.730798622148708,6.994335804808008,7.008096199546586,6.999580236860957,6.998376807302384,6.973225604105687,6.952632103821242,6.960688075922,6.958142337242746,6.958142337242746,6.937048187905766,6.922272802538607,6.945174855336439,6.930385624509742,6.91746517761408,6.939241116107252,6.915472146747599,6.930491235460876,6.9270807103724845,6.919883076441624,6.910760683129432
11,6.994047725148614,7.001544535693709,7.010141329030528,7.004012790817901,6.983453966932878,6.7597735104713,6.777528889163809,6.7862972499185314,6.755104028068837,6.760074086049687,7.023736871762845,7.033181040390104,7.033181040390104,7.021315776568094,7.009630001031459,6.959663364130194,6.981290146754552,6.9785999039859,6.970145127959577,6.948448274590205,6.9505427919136915,6.966142817737911,6.946978724393343,6.9411390871876435,6.961903150432317,6.937552852685329,6.951937485948017,6.951039649543683,6.938343362120411,6.93270189580731
